record_id,student_id,study_date,study_hours,sleep_hours,library_hours,self_study_hours,distraction_hours,practice_questions,study_consistency
SB001549,STU00155,2026-05-30,4.56,7.54,2.0,5.89,0.44,15,1
SB001550,STU00155,2026-04-06,1.15,6.46,1.91,1.35,1.53,17,1
SB001551,STU00156,2026-01-13,3.4,7.34,3.13,2.06,0.63,2,8
SB001552,STU00156,2026-03-24,3.05,6.33,0.5,3.72,3.47,44,3
SB001553,STU00156,2026-02-18,5.83,4.52,2.88,1.17,2.77,2,9
SB001554,STU00156,2026-06-05,4.9,7.34,3.38,3.01,1.29,18,6
SB001555,STU00156,2026-04-29,3.76,5.31,0.28,2.73,3.49,10,4
SB001556,STU00156,2026-01-29,6.78,6.14,1.19,4.26,4.65,31,8
SB001557,STU00156,2026-06-09,0.59,8.44,1.34,2.36,1.73,43,10
SB001558,STU00156,2026-02-01,7.78,4.9,0.07,2.6,3.49,7,10
SB001559,STU00156,2026-01-27,1.46,8.98,3.35,1.7,3.74,35,5
SB001560,STU00156,2026-03-10,1.81,5.31,1.43,2.23,0.04,39,8
SB001561,STU00157,2026-04-08,2.39,5.63,0.6,0.85,4.37,15,8
SB001562,STU00157,2026-04-01,4.93,4.58,0.0,5.43,1.0,10,6
SB001563,STU00157,2026-06-01,2.65,8.9,0.31,3.11,2.62,2,9
SB001564,STU00157,2026-05-07,6.95,6.68,1.76,5.91,4.92,39,7
SB001565,STU00157,2026-01-27,0.86,7.79,4.97,4.01,0.78,49,4
SB001566,STU00157,2026-02-08,7.49,7.92,3.56,5.32,3.59,4,10
SB001567,STU00157,2026-06-06,4.49,6.64,0.18,2.03,4.74,35,8
SB001568,STU00157,2026-05-14,7.51,5.76,1.85,2.67,0.52,9,9
SB001569,STU00157,2026-02-14,7.86,5.54,2.76,4.24,0.46,47,10
SB001570,STU00157,2026-05-28,0.59,7.92,3.01,3.3,3.42,27,7
SB001571,STU00158,2026-03-16,1.92,8.4,0.11,4.17,2.23,22,4
SB001572,STU00158,2026-01-22,7.71,7.16,1.25,0.53,2.43,0,9
SB001573,STU00158,2026-05-03,4.72,5.02,0.86,2.45,4.04,19,4
SB001574,STU00158,2026-01-27,5.34,6.18,4.95,4.02,4.7,1,8
SB001575,STU00158,2026-03-09,5.53,6.94,0.21,2.35,4.08,4,10
SB001576,STU00158,2026-01-16,4.03,4.64,3.88,4.78,2.02,45,3
SB001577,STU00158,2026-03-02,4.99,8.19,0.81,5.53,3.5,28,9
SB001578,STU00158,2026-05-27,1.23,5.75,2.89,3.66,0.67,10,7
SB001579,STU00158,2026-04-19,3.49,5.06,1.58,5.08,4.48,25,8
SB001580,STU00158,2026-03-15,7.72,5.99,2.37,5.27,0.68,9,8
SB001581,STU00159,2026-01-03,7.54,7.49,3.56,4.03,3.93,35,9
SB001582,STU00159,2026-05-09,2.66,8.91,1.01,3.97,4.45,2,10
SB001583,STU00159,2026-02-19,6.75,8.82,3.33,5.01,0.74,48,10
SB001584,STU00159,2026-01-20,0.88,6.06,3.05,0.51,3.35,38,4
SB001585,STU00159,2026-01-25,6.64,6.66,3.15,4.44,1.91,36,3
SB001586,STU00159,2026-03-26,1.89,4.52,2.94,4.0,1.21,3,7
SB001587,STU00159,2026-03-11,6.71,4.87,4.41,1.24,2.58,47,7
SB001588,STU00159,2026-01-07,5.38,8.87,4.84,1.76,2.96,20,10
SB001589,STU00159,2026-02-08,0.98,5.74,4.8,4.86,4.83,18,6
SB001590,STU00159,2026-06-12,5.46,8.06,1.28,4.75,0.19,30,3
SB001591,STU00160,2026-02-04,6.98,6.91,1.87,1.94,3.17,37,1
SB001592,STU00160,2026-04-21,1.05,6.38,3.14,2.07,4.82,41,5
SB001593,STU00160,2026-05-29,2.11,5.1,2.35,0.52,1.22,48,9
SB001594,STU00160,2026-01-17,1.06,8.52,1.86,2.1,2.05,38,9
SB001595,STU00160,2026-02-17,2.36,6.69,2.22,3.88,0.21,18,7
SB001596,STU00160,2026-01-15,0.92,6.06,3.0,4.36,4.51,45,8
SB001597,STU00160,2026-06-27,7.81,7.85,0.15,4.19,4.9,37,5
SB001598,STU00160,2026-05-07,4.89,8.37,3.26,5.65,1.52,43,2
SB001599,STU00160,2026-02-03,7.97,8.56,3.25,5.44,3.83,17,6
SB001600,STU00160,2026-06-01,5.17,7.2,1.55,2.33,1.5,9,6
SB001601,STU00161,2026-01-26,5.46,5.07,0.48,2.14,1.8,27,2
SB001602,STU00161,2026-05-05,3.45,7.23,3.8,0.99,0.83,33,6
SB001603,STU00161,2026-06-19,2.99,7.46,3.62,0.95,4.08,49,2
SB001604,STU00161,2026-05-24,2.93,5.77,0.16,4.7,1.52,19,2
SB001605,STU00161,2026-01-14,7.58,8.78,0.83,1.27,3.57,20,5
SB001606,STU00161,2026-03-09,4.67,6.75,0.28,2.27,3.17,19,2
SB001607,STU00161,2026-06-19,2.99,7.48,3.8,1.33,3.05,45,7
SB001608,STU00161,2026-05-17,1.96,5.61,1.06,5.45,0.73,23,3
SB001609,STU00161,2026-04-20,4.64,4.88,0.53,3.51,2.74,9,6
SB001610,STU00161,2026-04-13,3.9,7.3,0.76,4.63,4.48,31,9
SB001611,STU00162,2026-05-18,6.39,8.81,0.68,0.51,3.83,14,6
SB001612,STU00162,2026-02-15,7.93,4.73,3.61,5.1,1.44,29,3
SB001613,STU00162,2026-05-14,7.53,8.89,0.37,3.7,4.75,15,5
SB001614,STU00162,2026-01-18,2.3,6.73,3.54,3.32,1.37,15,10
SB001615,STU00162,2026-05-14,4.58,8.86,2.63,4.62,3.67,49,8
SB001616,STU00162,2026-01-17,1.23,7.5,4.62,1.66,4.8,1,9
SB001617,STU00162,2026-03-30,4.05,8.69,4.18,5.09,4.37,40,9
SB001618,STU00162,2026-04-10,6.15,5.47,2.87,2.18,4.17,44,6
SB001619,STU00162,2026-03-25,7.54,8.51,4.12,4.29,2.22,14,1
SB001620,STU00162,2026-01-26,1.58,5.4,4.45,5.26,2.55,47,2
SB001621,STU00163,2026-04-13,3.48,5.15,0.31,5.13,2.54,26,7
SB001622,STU00163,2026-06-23,1.66,8.79,0.6,1.45,1.97,20,1
SB001623,STU00163,2026-06-25,1.65,5.45,0.72,1.06,0.85,35,6
SB001624,STU00163,2026-06-20,1.12,8.43,0.25,3.82,2.87,42,6
SB001625,STU00163,2026-03-22,2.07,7.18,2.39,3.4,2.53,6,7
SB001626,STU00163,2026-02-19,6.5,7.95,3.28,3.81,2.56,49,2
SB001627,STU00163,2026-05-12,3.37,6.97,1.94,4.6,0.52,36,9
SB001628,STU00163,2026-01-04,1.16,5.54,4.35,1.2,0.72,14,2
SB001629,STU00163,2026-01-10,3.21,8.47,2.92,3.3,0.84,17,10
SB001630,STU00163,2026-01-12,1.79,4.87,0.1,4.32,3.87,39,2
SB001631,STU00164,2026-06-24,6.58,5.91,3.97,4.44,2.21,6,10
SB001632,STU00164,2026-06-08,7.64,8.99,1.99,0.61,1.16,4,8
SB001633,STU00164,2026-01-21,7.27,4.67,0.99,1.08,3.43,17,4
SB001634,STU00164,2026-02-27,7.97,4.78,3.75,3.47,2.21,34,6
SB001635,STU00164,2026-06-09,0.89,8.6,1.59,5.86,2.11,25,2
SB001636,STU00164,2026-02-19,6.65,6.15,2.07,4.41,3.53,28,1
SB001637,STU00164,2026-02-05,6.28,8.7,4.46,5.68,3.23,22,1
SB001638,STU00164,2026-03-06,7.79,8.16,3.1,3.39,1.07,43,5
SB001639,STU00164,2026-04-13,1.03,8.56,2.7,2.13,4.59,47,5
SB001640,STU00164,2026-05-02,1.53,6.54,1.76,4.81,1.03,1,5
SB001641,STU00165,2026-03-09,2.0,6.27,2.83,5.26,1.29,30,10
SB001642,STU00165,2026-03-04,1.79,5.57,1.64,1.89,4.07,36,7
SB001643,STU00165,2026-01-10,6.39,7.82,0.82,2.02,4.2,28,9
SB001644,STU00165,2026-03-11,0.92,7.97,2.75,5.13,1.77,35,7
SB001645,STU00165,2026-05-28,7.54,6.28,1.38,5.31,3.21,45,3
SB001646,STU00165,2026-02-04,7.14,6.71,1.94,2.8,1.97,16,10
SB001647,STU00165,2026-06-10,6.7,8.03,1.41,3.16,0.17,50,3
SB001648,STU00165,2026-03-13,2.95,5.89,1.02,1.23,0.64,28,3
SB001649,STU00165,2026-02-26,2.35,5.21,0.1,1.5,2.19,9,10
SB001650,STU00165,2026-01-08,6.34,8.33,0.23,2.39,3.03,21,7
SB001651,STU00166,2026-04-01,7.59,8.11,0.24,1.16,1.24,4,8
SB001652,STU00166,2026-06-24,2.06,8.95,4.85,2.39,1.79,20,7
SB001653,STU00166,2026-06-27,6.83,7.37,4.13,5.17,3.03,17,6
SB001654,STU00166,2026-05-13,4.99,5.94,3.77,4.18,4.39,49,9
SB001655,STU00166,2026-06-22,1.68,7.58,4.48,3.56,1.07,2,2
SB001656,STU00166,2026-02-28,4.74,4.87,0.8,3.59,0.93,31,8
SB001657,STU00166,2026-01-24,3.93,6.16,1.66,5.15,4.74,34,6
SB001658,STU00166,2026-03-24,4.7,7.85,3.45,5.27,1.66,28,9
SB001659,STU00166,2026-01-24,7.36,6.65,4.72,2.13,1.21,49,10
SB001660,STU00166,2026-05-19,4.57,7.79,1.13,4.34,2.6,2,2
SB001661,STU00167,2026-05-31,2.72,5.49,2.11,3.07,2.13,4,3
SB001662,STU00167,2026-03-18,5.11,8.9,4.38,5.55,4.83,20,4
SB001663,STU00167,2026-03-25,6.07,6.98,4.27,1.82,1.63,36,5
SB001664,STU00167,2026-03-02,4.79,8.17,2.12,5.97,2.98,23,6
SB001665,STU00167,2026-04-24,5.06,8.99,1.42,3.63,3.64,31,5
SB001666,STU00167,2026-03-26,6.88,8.05,0.88,3.38,2.16,38,9
SB001667,STU00167,2026-05-26,4.7,5.5,2.06,3.08,0.19,35,7
SB001668,STU00167,2026-03-26,0.86,4.71,4.39,0.85,2.84,36,6
SB001669,STU00167,2026-06-07,1.95,5.13,0.05,4.82,2.22,12,2
SB001670,STU00167,2026-06-22,7.9,5.44,1.29,4.18,2.09,27,5
SB001671,STU00168,2026-06-21,2.11,4.95,1.15,1.11,2.74,17,8
SB001672,STU00168,2026-01-14,4.4,8.39,3.02,1.18,1.07,22,1
SB001673,STU00168,2026-01-21,2.39,5.77,1.31,5.74,2.74,43,7
SB001674,STU00168,2026-04-07,2.4,6.93,2.02,2.45,3.65,17,8
SB001675,STU00168,2026-03-16,3.0,6.89,4.81,4.8,3.74,45,7
SB001676,STU00168,2026-06-09,7.79,5.55,3.86,5.79,4.62,4,8
SB001677,STU00168,2026-02-25,7.61,7.25,3.65,4.17,3.78,2,9
SB001678,STU00168,2026-01-16,5.65,5.76,2.11,2.63,4.21,35,3
SB001679,STU00168,2026-06-04,5.68,6.34,4.24,0.92,2.87,6,2
SB001680,STU00168,2026-04-24,1.33,6.43,1.01,4.48,2.18,7,9
SB001681,STU00169,2026-04-12,2.52,8.23,3.97,2.94,1.06,35,8
SB001682,STU00169,2026-06-30,6.43,7.32,2.83,3.08,2.83,44,9
SB001683,STU00169,2026-01-21,6.03,7.14,4.55,5.07,0.28,1,3
SB001684,STU00169,2026-05-02,2.49,6.91,4.5,2.89,0.65,26,5
SB001685,STU00169,2026-02-20,3.37,4.87,1.07,4.72,3.2,32,9
SB001686,STU00169,2026-04-19,1.61,6.72,3.5,1.93,0.87,17,6
SB001687,STU00169,2026-06-09,5.89,4.93,3.42,1.86,1.72,41,3
SB001688,STU00169,2026-03-21,2.91,6.57,2.53,1.57,0.9,7,9
SB001689,STU00169,2026-03-04,5.78,8.61,1.62,1.55,3.8,7,4
SB001690,STU00169,2026-06-27,5.9,5.27,1.05,1.65,4.11,12,8
SB001691,STU00170,2026-01-07,1.37,6.79,1.96,2.66,4.25,29,7
SB001692,STU00170,2026-06-16,6.91,7.27,2.31,2.74,1.19,2,10
SB001693,STU00170,2026-04-11,2.13,7.48,0.86,3.95,4.72,25,8
SB001694,STU00170,2026-02-27,1.43,7.43,1.51,3.4,0.4,46,10
SB001695,STU00170,2026-03-22,1.39,6.79,2.07,2.87,2.92,40,1
SB001696,STU00170,2026-01-21,7.59,7.16,0.63,3.46,0.21,45,6
SB001697,STU00170,2026-02-04,4.43,7.09,4.1,5.3,0.81,4,6
SB001698,STU00170,2026-05-27,2.43,6.22,3.49,2.9,1.43,16,8
SB001699,STU00170,2026-03-17,0.77,8.0,2.52,3.08,4.14,38,1
SB001700,STU00170,2026-02-22,7.81,6.97,3.06,2.79,3.46,45,9
SB001701,STU00171,2026-03-24,7.12,7.2,4.97,2.48,4.59,29,1
SB001702,STU00171,2026-04-12,7.51,7.3,2.71,3.01,0.98,45,10
SB001703,STU00171,2026-06-07,5.89,4.99,3.37,3.35,4.35,25,7
SB001704,STU00171,2026-06-23,2.94,8.68,0.49,5.33,4.03,15,10
SB001705,STU00171,2026-01-28,4.22,8.39,1.58,1.32,1.54,5,4
SB001706,STU00171,2026-05-29,3.33,8.61,0.75,4.44,2.2,45,3
SB001707,STU00171,2026-01-05,5.4,6.93,1.67,4.17,2.28,12,1
SB001708,STU00171,2026-02-21,7.23,8.41,2.32,4.97,1.17,11,5
SB001709,STU00171,2026-03-04,5.55,5.47,2.2,2.34,3.58,18,4
SB001710,STU00171,2026-01-29,5.18,5.47,4.66,3.21,1.95,4,10
SB001711,STU00172,2026-03-16,6.02,5.69,1.37,5.79,1.42,12,4
SB001712,STU00172,2026-01-21,2.53,5.86,4.02,2.92,1.12,45,7
SB001713,STU00172,2026-02-09,0.84,8.94,2.26,4.77,2.92,12,3
SB001714,STU00172,2026-02-09,7.28,6.1,4.71,1.02,3.3,2,8
SB001715,STU00172,2026-04-10,3.22,8.25,4.38,4.43,2.58,14,8
SB001716,STU00172,2026-01-30,6.5,5.16,1.96,0.71,4.15,9,1
SB001717,STU00172,2026-02-22,2.78,6.22,2.76,5.53,3.29,9,8
SB001718,STU00172,2026-03-27,6.98,7.65,3.29,4.45,3.92,5,3
SB001719,STU00172,2026-05-28,1.73,5.3,0.97,1.33,1.03,25,3
SB001720,STU00172,2026-01-27,1.97,6.5,4.63,4.3,1.12,1,3
SB001721,STU00173,2026-02-09,4.77,5.2,2.91,4.24,3.67,49,10
SB001722,STU00173,2026-03-21,3.02,7.81,0.22,3.67,1.61,21,8
SB001723,STU00173,2026-01-11,5.98,8.71,4.46,5.13,3.25,19,8
SB001724,STU00173,2026-06-16,6.38,7.92,4.83,1.72,1.09,36,8
SB001725,STU00173,2026-06-03,7.11,5.67,3.35,2.59,2.82,42,4
SB001726,STU00173,2026-04-14,6.8,5.09,0.66,2.23,0.66,37,10
SB001727,STU00173,2026-03-08,6.44,8.22,3.23,5.66,1.8,20,1
SB001728,STU00173,2026-05-28,1.35,5.58,4.48,5.58,2.43,46,4
SB001729,STU00173,2026-01-07,1.89,6.36,2.23,2.57,3.94,22,1
SB001730,STU00173,2026-03-30,4.81,6.99,1.85,3.98,1.49,24,6
SB001731,STU00174,2026-01-13,4.51,5.91,3.62,4.97,3.77,7,4
SB001732,STU00174,2026-01-01,3.21,6.46,1.38,2.69,2.08,9,9
SB001733,STU00174,2026-06-23,3.12,7.4,0.46,3.85,3.21,47,3
SB001734,STU00174,2026-03-10,3.46,5.13,1.36,0.63,4.42,18,2
SB001735,STU00174,2026-04-19,4.23,4.54,3.57,3.19,1.82,30,1
SB001736,STU00174,2026-01-12,6.28,8.54,2.19,1.66,1.61,30,4
SB001737,STU00174,2026-06-06,6.49,7.39,1.03,4.61,4.95,45,10
SB001738,STU00174,2026-05-08,1.61,5.51,4.52,4.47,3.61,49,7
SB001739,STU00174,2026-04-29,2.0,6.21,1.65,3.69,0.84,13,2
SB001740,STU00174,2026-02-01,3.22,7.73,0.02,3.38,2.3,29,3
SB001741,STU00175,2026-02-16,5.17,7.58,3.51,1.55,1.67,41,10
SB001742,STU00175,2026-05-16,1.69,6.79,2.58,2.16,1.1,36,1
SB001743,STU00175,2026-01-31,4.54,6.17,3.33,3.06,1.56,27,6
SB001744,STU00175,2026-04-06,6.25,7.65,1.08,4.32,0.34,22,8
SB001745,STU00175,2026-01-21,1.77,4.68,2.38,1.38,0.53,34,10
SB001746,STU00175,2026-02-27,6.83,8.99,3.04,1.49,0.62,42,9
SB001747,STU00175,2026-06-25,2.71,5.68,3.99,2.38,2.62,17,1
SB001748,STU00175,2026-01-25,5.69,8.52,3.8,4.25,2.51,46,8
SB001749,STU00175,2026-05-15,7.14,6.15,3.63,1.14,3.94,39,5
SB001750,STU00175,2026-03-12,1.81,5.79,2.04,3.51,1.2,25,7
SB001751,STU00176,2026-04-13,3.04,7.09,3.85,4.31,4.4,3,9
SB001752,STU00176,2026-05-14,3.65,7.19,3.57,1.75,1.33,18,8
SB001753,STU00176,2026-02-04,4.98,4.85,0.04,5.05,1.72,16,10
SB001754,STU00176,2026-03-26,6.33,8.96,0.97,5.55,0.42,41,8
SB001755,STU00176,2026-03-04,2.95,8.2,1.64,2.6,4.92,47,2
SB001756,STU00176,2026-04-16,6.23,8.99,4.61,1.1,4.73,15,1
SB001757,STU00176,2026-06-10,5.59,8.91,0.42,0.86,1.89,30,8
SB001758,STU00176,2026-06-08,7.6,8.14,1.68,5.12,4.27,27,10
SB001759,STU00176,2026-01-13,4.71,8.94,4.63,5.04,3.8,42,10
SB001760,STU00176,2026-05-14,5.88,5.01,2.5,4.66,0.35,39,3
SB001761,STU00177,2026-05-06,1.07,4.78,0.29,0.62,0.93,39,8
SB001762,STU00177,2026-06-10,1.01,6.44,0.83,1.06,1.49,4,8
SB001763,STU00177,2026-01-03,4.73,8.16,2.89,1.26,3.14,25,10
SB001764,STU00177,2026-04-14,4.82,4.65,3.32,4.92,0.81,33,6
SB001765,STU00177,2026-01-10,1.73,8.75,3.75,2.08,2.68,37,8
SB001766,STU00177,2026-06-22,2.27,4.56,1.54,3.86,2.8,29,5
SB001767,STU00177,2026-05-22,1.7,8.12,0.77,1.67,2.08,36,6
SB001768,STU00177,2026-01-29,0.57,8.45,1.61,4.37,3.14,29,1
SB001769,STU00177,2026-03-17,7.18,8.35,4.82,2.26,1.75,38,7
SB001770,STU00177,2026-05-22,6.45,6.99,1.58,4.35,1.86,1,1
SB001771,STU00178,2026-06-17,6.62,5.37,1.67,4.88,1.63,48,7
SB001772,STU00178,2026-02-06,2.63,8.62,2.29,1.98,0.49,4,10
SB001773,STU00178,2026-01-11,6.66,8.17,1.24,0.78,1.09,18,7
SB001774,STU00178,2026-06-03,4.24,5.52,3.2,2.42,3.3,6,2
SB001775,STU00178,2026-05-31,3.22,8.35,2.24,4.0,3.48,35,8
SB001776,STU00178,2026-06-21,4.33,7.18,1.73,4.46,2.65,10,4
SB001777,STU00178,2026-05-09,3.01,8.85,1.18,4.87,1.77,46,6
SB001778,STU00178,2026-04-16,6.44,8.27,4.19,1.49,1.16,15,4
SB001779,STU00178,2026-03-02,4.84,7.42,4.55,1.62,0.79,44,6
SB001780,STU00178,2026-03-26,6.14,6.86,0.37,4.4,0.27,3,9
SB001781,STU00179,2026-02-06,1.62,7.94,1.42,1.07,3.22,7,10
SB001782,STU00179,2026-04-11,5.03,5.1,2.2,3.99,0.99,41,2
SB001783,STU00179,2026-01-18,3.31,6.87,0.44,4.02,0.62,27,9
SB001784,STU00179,2026-02-22,2.22,6.18,3.75,5.42,3.71,15,6
SB001785,STU00179,2026-06-24,6.37,4.84,4.28,5.73,1.21,34,10
SB001786,STU00179,2026-05-05,4.33,6.42,3.47,4.5,4.0,50,5
SB001787,STU00179,2026-06-26,3.79,4.69,3.25,3.51,1.2,45,2
SB001788,STU00179,2026-01-19,4.88,4.66,3.09,3.54,0.43,21,10
SB001789,STU00179,2026-01-23,5.02,5.68,4.28,2.08,3.55,10,7
SB001790,STU00179,2026-06-29,4.27,8.25,2.1,4.01,0.42,41,5
SB001791,STU00180,2026-02-14,5.48,7.22,1.87,1.28,3.61,29,4
SB001792,STU00180,2026-05-06,0.79,6.3,2.34,6.0,2.44,9,7
SB001793,STU00180,2026-01-21,4.22,7.98,3.98,4.39,1.47,5,3
SB001794,STU00180,2026-04-15,4.61,4.55,0.38,3.51,1.3,33,6
SB001795,STU00180,2026-01-01,3.15,8.0,3.83,3.85,1.53,9,3
SB001796,STU00180,2026-02-25,3.35,6.47,1.36,5.89,2.42,22,4
SB001797,STU00180,2026-01-17,2.49,8.28,4.12,0.59,4.11,43,1
SB001798,STU00180,2026-03-08,3.13,8.71,1.43,1.12,0.15,10,10
SB001799,STU00180,2026-06-02,1.54,8.65,1.97,1.84,1.14,23,5
SB001800,STU00180,2026-05-15,5.22,8.76,3.07,4.97,0.77,28,1
SB001801,STU00181,2026-04-05,1.89,4.83,2.9,5.0,2.32,43,2
SB001802,STU00181,2026-05-01,7.83,5.95,3.78,4.09,4.83,22,2
SB001803,STU00181,2026-06-08,0.94,8.15,4.93,2.09,0.79,48,10
SB001804,STU00181,2026-02-11,0.67,6.31,3.48,4.4,4.0,49,3
SB001805,STU00181,2026-05-01,6.45,6.91,3.73,4.58,0.85,1,7
SB001806,STU00181,2026-02-27,0.95,6.54,0.21,3.43,2.57,24,4
SB001807,STU00181,2026-03-26,6.59,7.69,4.59,2.25,3.28,46,2
SB001808,STU00181,2026-06-16,4.69,7.79,3.55,2.25,0.29,11,2
SB001809,STU00181,2026-05-16,3.76,8.0,4.91,4.63,4.91,44,7
SB001810,STU00181,2026-01-17,4.37,7.95,2.93,5.53,3.11,39,7
SB001811,STU00182,2026-05-04,4.83,7.89,1.18,0.9,4.74,21,1
SB001812,STU00182,2026-02-04,6.46,6.5,3.8,5.71,2.32,10,2
SB001813,STU00182,2026-06-06,5.76,7.17,3.46,1.61,2.35,47,4
SB001814,STU00182,2026-01-21,3.78,8.61,1.65,2.61,4.05,29,5
SB001815,STU00182,2026-05-14,6.73,6.84,2.63,5.32,2.35,15,6
SB001816,STU00182,2026-03-04,2.43,7.28,0.53,2.12,1.09,33,9
SB001817,STU00182,2026-03-11,1.52,4.6,2.89,5.73,3.23,34,10
SB001818,STU00182,2026-05-27,4.41,5.17,4.29,1.9,4.53,47,1
SB001819,STU00182,2026-02-17,2.99,4.61,4.31,2.86,4.89,45,8
SB001820,STU00182,2026-06-15,3.06,8.36,0.4,2.93,4.85,7,10
SB001821,STU00183,2026-03-21,1.68,7.01,4.51,5.58,0.62,48,6
SB001822,STU00183,2026-05-10,4.73,7.33,2.49,5.0,1.02,34,8
SB001823,STU00183,2026-03-25,6.71,4.53,4.78,2.58,3.18,33,10
SB001824,STU00183,2026-03-10,2.43,6.05,3.13,2.49,3.51,14,5
SB001825,STU00183,2026-05-09,4.16,4.66,0.58,2.07,4.1,50,9
SB001826,STU00183,2026-04-06,5.81,4.91,1.77,3.88,2.16,45,3
SB001827,STU00183,2026-05-27,2.82,7.19,2.83,3.41,4.63,47,4
SB001828,STU00183,2026-04-21,3.96,6.8,0.43,1.21,4.6,49,1
SB001829,STU00183,2026-01-27,5.32,5.46,1.0,5.48,4.84,36,3
SB001830,STU00183,2026-05-30,2.45,4.51,2.15,5.91,3.31,3,4
SB001831,STU00184,2026-06-17,1.72,6.38,0.95,1.13,2.53,32,6
SB001832,STU00184,2026-05-12,2.99,5.46,2.51,2.26,2.28,38,4
SB001833,STU00184,2026-04-27,1.14,7.0,0.04,0.84,1.8,3,6
SB001834,STU00184,2026-06-25,3.07,8.31,2.68,2.3,3.17,41,4
SB001835,STU00184,2026-04-20,7.33,7.09,2.59,2.22,0.36,47,4
SB001836,STU00184,2026-05-13,3.03,4.81,3.42,2.79,2.31,40,8
SB001837,STU00184,2026-01-02,4.16,6.0,1.78,5.74,2.51,34,5
SB001838,STU00184,2026-02-19,6.85,4.94,4.4,3.41,1.78,6,6
SB001839,STU00184,2026-02-11,2.08,6.45,0.37,4.32,3.42,39,5
SB001840,STU00184,2026-05-30,6.4,5.41,4.3,4.79,1.92,31,7
SB001841,STU00185,2026-02-14,4.16,6.07,2.51,3.67,0.23,27,5
SB001842,STU00185,2026-05-28,4.84,8.15,3.86,2.35,4.18,33,8
SB001843,STU00185,2026-03-06,1.48,6.67,3.94,4.7,4.27,3,2
SB001844,STU00185,2026-01-20,2.98,5.43,4.48,5.28,0.41,39,7
SB001845,STU00185,2026-03-05,2.34,5.08,3.32,2.86,1.55,39,10
SB001846,STU00185,2026-05-24,6.36,4.67,0.58,1.73,2.27,43,9
SB001847,STU00185,2026-03-01,7.24,7.08,0.41,4.66,0.73,27,1
SB001848,STU00185,2026-03-05,1.19,8.81,4.41,0.95,1.47,4,6
SB001849,STU00185,2026-04-03,1.57,7.52,0.94,5.19,2.71,34,2
SB001850,STU00185,2026-01-04,6.21,9.0,0.98,3.09,2.76,49,10
SB001851,STU00186,2026-05-04,7.63,6.54,2.5,0.57,0.72,26,1
SB001852,STU00186,2026-02-13,5.28,7.01,4.24,0.54,1.16,8,4
SB001853,STU00186,2026-05-13,5.52,7.95,1.35,1.46,4.96,17,6
SB001854,STU00186,2026-04-16,5.26,7.61,4.94,0.6,0.44,4,10
SB001855,STU00186,2026-01-25,4.57,4.74,1.37,2.46,4.53,5,4
SB001856,STU00186,2026-03-15,0.52,8.01,4.45,1.93,3.43,40,2
SB001857,STU00186,2026-05-11,1.64,7.09,4.88,3.98,1.82,15,2
SB001858,STU00186,2026-06-04,3.23,4.94,3.52,2.8,0.29,20,8
SB001859,STU00186,2026-06-18,3.58,5.0,1.86,5.13,1.17,20,4
SB001860,STU00186,2026-03-15,1.03,8.84,0.93,2.9,3.33,0,7
SB001861,STU00187,2026-01-22,5.14,8.32,3.66,4.7,2.9,50,7
SB001862,STU00187,2026-05-21,2.69,5.49,4.98,4.33,3.6,4,7
SB001863,STU00187,2026-06-07,5.13,6.06,4.62,1.01,4.19,0,3
SB001864,STU00187,2026-01-28,4.43,7.28,4.5,2.6,3.43,23,7
SB001865,STU00187,2026-06-26,7.95,4.57,4.84,2.49,3.83,36,2
SB001866,STU00187,2026-03-19,2.25,7.43,2.76,4.47,2.77,50,1
SB001867,STU00187,2026-01-16,1.83,7.97,2.05,1.58,2.51,47,3
SB001868,STU00187,2026-02-11,4.98,6.76,1.95,3.78,4.35,17,8
SB001869,STU00187,2026-06-03,3.52,7.45,0.54,5.67,1.77,8,3
SB001870,STU00187,2026-04-25,0.81,6.05,2.44,3.18,1.33,39,5
SB001871,STU00188,2026-02-28,4.59,6.3,1.64,3.11,1.56,46,7
SB001872,STU00188,2026-03-22,4.2,6.9,4.11,5.15,2.06,33,10
SB001873,STU00188,2026-05-29,4.0,7.77,0.46,2.33,2.51,40,5
SB001874,STU00188,2026-02-02,4.09,8.68,1.01,0.63,0.45,18,10
SB001875,STU00188,2026-02-11,4.5,6.19,3.21,0.86,3.36,3,10
SB001876,STU00188,2026-01-07,1.89,6.84,3.22,4.7,0.56,21,10
SB001877,STU00188,2026-06-06,3.53,4.98,4.76,2.27,0.74,37,3
SB001878,STU00188,2026-03-23,6.4,5.65,3.41,4.16,2.57,17,5
SB001879,STU00188,2026-04-12,6.2,7.51,3.61,0.71,4.74,11,6
SB001880,STU00188,2026-05-22,7.34,8.25,3.98,3.75,3.04,20,6
SB001881,STU00189,2026-01-14,4.74,5.92,4.4,0.85,3.51,47,3
SB001882,STU00189,2026-03-14,7.68,5.39,3.23,2.11,2.38,19,6
SB001883,STU00189,2026-02-12,0.96,6.19,2.63,1.4,1.83,40,10
SB001884,STU00189,2026-06-14,3.02,5.97,5.0,1.17,2.05,31,4
SB001885,STU00189,2026-06-23,1.54,6.28,2.18,5.2,2.1,39,2
SB001886,STU00189,2026-02-16,1.8,7.78,1.17,0.97,1.12,1,4
SB001887,STU00189,2026-03-12,3.21,7.13,1.06,1.14,4.39,19,4
SB001888,STU00189,2026-04-03,7.78,7.93,3.26,3.66,3.27,22,8
