assignment_id,student_id,subject,total_assignments,submitted_assignments,completion_percentage,average_assignment_score
ASG02324,STU00465,Machine Learning,12,9,75.0,95.63
ASG02325,STU00465,Operating Systems,9,5,55.56,41.4
ASG02326,STU00466,Big Data Analytics,8,5,62.5,68.67
ASG02327,STU00466,Computer Networks,11,8,72.73,61.7
ASG02328,STU00466,Database Management,12,4,33.33,61.4
ASG02329,STU00466,Machine Learning,8,8,100.0,78.9
ASG02330,STU00466,Operating Systems,8,8,100.0,52.36
ASG02331,STU00467,Big Data Analytics,10,7,70.0,41.96
ASG02332,STU00467,Computer Networks,11,11,100.0,88.57
ASG02333,STU00467,Database Management,11,6,54.55,90.22
ASG02334,STU00467,Machine Learning,11,6,54.55,54.51
ASG02335,STU00467,Operating Systems,10,5,50.0,86.6
ASG02336,STU00468,Big Data Analytics,10,4,40.0,75.14
ASG02337,STU00468,Computer Networks,8,7,87.5,57.26
ASG02338,STU00468,Database Management,9,4,44.44,94.03
ASG02339,STU00468,Machine Learning,8,7,87.5,50.58
ASG02340,STU00468,Operating Systems,10,7,70.0,89.76
ASG02341,STU00469,Big Data Analytics,10,6,60.0,89.86
ASG02342,STU00469,Computer Networks,10,4,40.0,57.49
ASG02343,STU00469,Database Management,12,3,25.0,36.69
ASG02344,STU00469,Machine Learning,9,8,88.89,37.13
ASG02345,STU00469,Operating Systems,8,8,100.0,52.61
ASG02346,STU00470,Big Data Analytics,12,6,50.0,43.43
ASG02347,STU00470,Computer Networks,11,10,90.91,93.98
ASG02348,STU00470,Database Management,12,7,58.33,59.12
ASG02349,STU00470,Machine Learning,9,3,33.33,54.01
ASG02350,STU00470,Operating Systems,8,4,50.0,98.19
ASG02351,STU00471,Big Data Analytics,9,7,77.78,58.88
ASG02352,STU00471,Computer Networks,8,8,100.0,51.99
ASG02353,STU00471,Database Management,10,4,40.0,56.12
ASG02354,STU00471,Machine Learning,11,9,81.82,94.99
ASG02355,STU00471,Operating Systems,12,8,66.67,61.13
ASG02356,STU00472,Big Data Analytics,8,5,62.5,77.35
ASG02357,STU00472,Computer Networks,9,3,33.33,49.84
ASG02358,STU00472,Database Management,11,5,45.45,77.75
ASG02359,STU00472,Machine Learning,10,8,80.0,35.85
ASG02360,STU00472,Operating Systems,11,7,63.64,40.47
ASG02361,STU00473,Big Data Analytics,8,7,87.5,37.5
ASG02362,STU00473,Computer Networks,12,6,50.0,64.14
ASG02363,STU00473,Database Management,8,5,62.5,64.38
ASG02364,STU00473,Machine Learning,10,6,60.0,58.34
ASG02365,STU00473,Operating Systems,11,5,45.45,67.89
ASG02366,STU00474,Big Data Analytics,8,6,75.0,88.6
ASG02367,STU00474,Computer Networks,12,3,25.0,74.34
ASG02368,STU00474,Database Management,11,9,81.82,53.99
ASG02369,STU00474,Machine Learning,10,3,30.0,73.72
ASG02370,STU00474,Operating Systems,11,9,81.82,40.47
ASG02371,STU00475,Big Data Analytics,10,9,90.0,69.49
ASG02372,STU00475,Computer Networks,9,5,55.56,88.76
ASG02373,STU00475,Database Management,8,3,37.5,67.42
ASG02374,STU00475,Machine Learning,10,6,60.0,98.19
ASG02375,STU00475,Operating Systems,12,9,75.0,62.74
ASG02376,STU00476,Big Data Analytics,11,5,45.45,99.24
ASG02377,STU00476,Computer Networks,11,6,54.55,91.2
ASG02378,STU00476,Database Management,12,9,75.0,74.9
ASG02379,STU00476,Machine Learning,10,8,80.0,81.55
ASG02380,STU00476,Operating Systems,9,6,66.67,58.0
ASG02381,STU00477,Big Data Analytics,10,3,30.0,74.57
ASG02382,STU00477,Computer Networks,11,3,27.27,44.18
ASG02383,STU00477,Database Management,11,3,27.27,71.03
ASG02384,STU00477,Machine Learning,10,5,50.0,59.75
ASG02385,STU00477,Operating Systems,9,8,88.89,93.54
ASG02386,STU00478,Big Data Analytics,11,4,36.36,96.09
ASG02387,STU00478,Computer Networks,8,4,50.0,49.96
ASG02388,STU00478,Database Management,11,7,63.64,49.3
ASG02389,STU00478,Machine Learning,9,8,88.89,94.57
ASG02390,STU00478,Operating Systems,12,12,100.0,38.51
ASG02391,STU00479,Big Data Analytics,9,9,100.0,88.49
ASG02392,STU00479,Computer Networks,10,4,40.0,59.06
ASG02393,STU00479,Database Management,8,7,87.5,46.85
ASG02394,STU00479,Machine Learning,12,5,41.67,78.89
ASG02395,STU00479,Operating Systems,10,8,80.0,53.55
ASG02396,STU00480,Big Data Analytics,12,8,66.67,96.5
ASG02397,STU00480,Computer Networks,11,10,90.91,77.51
ASG02398,STU00480,Database Management,9,6,66.67,41.92
ASG02399,STU00480,Machine Learning,12,8,66.67,49.24
ASG02400,STU00480,Operating Systems,11,6,54.55,91.06
ASG02401,STU00481,Big Data Analytics,11,7,63.64,36.57
ASG02402,STU00481,Computer Networks,10,9,90.0,78.12
ASG02403,STU00481,Database Management,12,3,25.0,72.11
ASG02404,STU00481,Machine Learning,11,6,54.55,59.02
ASG02405,STU00481,Operating Systems,12,10,83.33,50.21
ASG02406,STU00482,Big Data Analytics,10,10,100.0,96.0
ASG02407,STU00482,Computer Networks,10,5,50.0,44.72
ASG02408,STU00482,Database Management,10,9,90.0,48.18
ASG02409,STU00482,Machine Learning,12,4,33.33,63.58
ASG02410,STU00482,Operating Systems,8,8,100.0,62.41
ASG02411,STU00483,Big Data Analytics,8,7,87.5,40.32
ASG02412,STU00483,Computer Networks,11,11,100.0,92.89
ASG02413,STU00483,Database Management,9,8,88.89,77.57
ASG02414,STU00483,Machine Learning,11,6,54.55,76.66
ASG02415,STU00483,Operating Systems,11,9,81.82,69.17
ASG02416,STU00484,Big Data Analytics,11,9,81.82,36.45
ASG02417,STU00484,Computer Networks,12,3,25.0,79.9
ASG02418,STU00484,Database Management,8,7,87.5,71.06
ASG02419,STU00484,Machine Learning,10,3,30.0,45.26
ASG02420,STU00484,Operating Systems,10,5,50.0,46.5
ASG02421,STU00485,Big Data Analytics,12,7,58.33,50.46
ASG02422,STU00485,Computer Networks,10,9,90.0,46.83
ASG02423,STU00485,Database Management,11,11,100.0,45.14
ASG02424,STU00485,Machine Learning,9,4,44.44,83.92
ASG02425,STU00485,Operating Systems,10,8,80.0,55.32
ASG02426,STU00486,Big Data Analytics,10,9,90.0,68.26
ASG02427,STU00486,Computer Networks,8,5,62.5,37.77
ASG02428,STU00486,Database Management,8,8,100.0,62.06
ASG02429,STU00486,Machine Learning,9,7,77.78,81.81
ASG02430,STU00486,Operating Systems,10,8,80.0,36.7
ASG02431,STU00487,Big Data Analytics,12,12,100.0,49.59
ASG02432,STU00487,Computer Networks,11,6,54.55,73.75
ASG02433,STU00487,Database Management,11,8,72.73,65.38
ASG02434,STU00487,Machine Learning,11,7,63.64,74.65
ASG02435,STU00487,Operating Systems,8,7,87.5,89.48
ASG02436,STU00488,Big Data Analytics,12,6,50.0,88.37
ASG02437,STU00488,Computer Networks,12,11,91.67,40.59
ASG02438,STU00488,Database Management,9,8,88.89,56.55
ASG02439,STU00488,Machine Learning,9,3,33.33,88.49
ASG02440,STU00488,Operating Systems,12,4,33.33,92.64
ASG02441,STU00489,Big Data Analytics,11,3,27.27,62.13
ASG02442,STU00489,Computer Networks,9,8,88.89,88.97
ASG02443,STU00489,Database Management,10,7,70.0,89.77
ASG02444,STU00489,Machine Learning,12,10,83.33,76.73
ASG02445,STU00489,Operating Systems,12,5,41.67,47.62
ASG02446,STU00490,Big Data Analytics,10,7,70.0,53.44
ASG02447,STU00490,Computer Networks,11,5,45.45,49.16
ASG02448,STU00490,Database Management,11,3,27.27,82.54
ASG02449,STU00490,Machine Learning,9,7,77.78,82.6
ASG02450,STU00490,Operating Systems,9,7,77.78,61.46
ASG02451,STU00491,Big Data Analytics,11,4,36.36,61.27
ASG02452,STU00491,Computer Networks,12,4,33.33,89.02
ASG02453,STU00491,Database Management,12,12,100.0,91.03
ASG02454,STU00491,Machine Learning,11,6,54.55,47.79
ASG02455,STU00491,Operating Systems,11,5,45.45,67.74
ASG02456,STU00492,Big Data Analytics,9,3,33.33,35.16
ASG02457,STU00492,Computer Networks,11,9,81.82,87.19
ASG02458,STU00492,Database Management,11,11,100.0,53.43
ASG02459,STU00492,Machine Learning,8,4,50.0,83.95
ASG02460,STU00492,Operating Systems,10,10,100.0,56.61
ASG02461,STU00493,Big Data Analytics,11,7,63.64,77.65
ASG02462,STU00493,Computer Networks,12,3,25.0,88.66
ASG02463,STU00493,Database Management,9,6,66.67,88.21
ASG02464,STU00493,Machine Learning,8,4,50.0,74.37
ASG02465,STU00493,Operating Systems,9,6,66.67,53.97
ASG02466,STU00494,Big Data Analytics,9,3,33.33,39.69
ASG02467,STU00494,Computer Networks,10,8,80.0,85.69
ASG02468,STU00494,Database Management,11,4,36.36,56.4
ASG02469,STU00494,Machine Learning,11,7,63.64,63.65
ASG02470,STU00494,Operating Systems,11,3,27.27,88.89
ASG02471,STU00495,Big Data Analytics,10,6,60.0,64.89
ASG02472,STU00495,Computer Networks,8,6,75.0,61.61
ASG02473,STU00495,Database Management,8,7,87.5,54.29
ASG02474,STU00495,Machine Learning,11,11,100.0,77.63
ASG02475,STU00495,Operating Systems,9,7,77.78,62.85
ASG02476,STU00496,Big Data Analytics,9,5,55.56,45.22
ASG02477,STU00496,Computer Networks,11,6,54.55,54.87
ASG02478,STU00496,Database Management,9,5,55.56,94.56
ASG02479,STU00496,Machine Learning,10,3,30.0,46.75
ASG02480,STU00496,Operating Systems,9,3,33.33,67.41
ASG02481,STU00497,Big Data Analytics,10,3,30.0,73.5
ASG02482,STU00497,Computer Networks,9,8,88.89,68.16
ASG02483,STU00497,Database Management,9,9,100.0,81.02
ASG02484,STU00497,Machine Learning,11,7,63.64,38.21
ASG02485,STU00497,Operating Systems,9,3,33.33,44.8
ASG02486,STU00498,Big Data Analytics,9,6,66.67,36.74
ASG02487,STU00498,Computer Networks,12,3,25.0,55.1
ASG02488,STU00498,Database Management,8,7,87.5,82.88
ASG02489,STU00498,Machine Learning,10,5,50.0,82.92
ASG02490,STU00498,Operating Systems,9,4,44.44,99.11
ASG02491,STU00499,Big Data Analytics,10,6,60.0,50.71
ASG02492,STU00499,Computer Networks,10,10,100.0,47.44
ASG02493,STU00499,Database Management,8,8,100.0,82.26
ASG02494,STU00499,Machine Learning,10,6,60.0,48.59
ASG02495,STU00499,Operating Systems,12,5,41.67,57.57
ASG02496,STU00500,Big Data Analytics,8,7,87.5,35.37
ASG02497,STU00500,Computer Networks,9,6,66.67,43.41
ASG02498,STU00500,Database Management,12,4,33.33,88.91
ASG02499,STU00500,Machine Learning,12,9,75.0,83.27
ASG02500,STU00500,Operating Systems,8,7,87.5,74.62
